first,second,max_tag,appearances
MD,encompass,VB,1
NNS,venture,NN,1
VBN,tie-up,NN,1
``,complex,JJ,1
CC,detailed,VBN,1
IN,founder,NN,1
NN,Seymour,NNP,1
BOS,Internal,NNP,1
TO,splitting,NN,1
VBN,Cray,NNP,1
NN,CRAY,NNP,1
VBZ,undertaking,VBG,1
VB,Cray,NNP,1
VBD,squeezing,VBG,1
NNS,presumably,RB,1
BOS,Interface,NNP,1
NNP,Arbor,NNP,1
$,"470,000",CD,1
$,"805,000",CD,1
VBD,although,IN,1
``,down,RB,1
JJ,l988,CD,1
PRP$,world-wide,JJ,1
RB,follows,VBZ,1
NN,glitches,NNS,1
IN,harddisk,NN,1
IN,minicomputers,NNS,1
$,"543,000",CD,1
DT,200-person,JJ,1
NN,cutback,NN,1
VB,Priam,NNP,1
POS,employment,NN,1
",",230-person,JJ,1
VBD,scrapping,VBG,1
DT,760-megabyte,JJ,1
IN,technically,RB,1
RB,proficient,JJ,1
IN,generating,VBG,1
JJ,Economics,NNP,1
VBN,asset,NN,1
NN,Thomson-CSF,NNP,1
",",details,NNS,1
CC,argued,VBD,1
DT,dynamism,NN,1
POS,state-sector,JJ,1
DT,state-sector,JJ,1
VBG,Credit,NNP,1
DT,hook-up,NN,1
JJ,solvency,NN,1
VBG,phased,VBD,1
NNP,Settlements,NNP,1
VBD,tenders,NNS,1
JJ,extreme,NN,1
NN,undercut,VBD,1
RB,offering,VBG,1
DT,common-sense,JJ,1
RB,socially,RB,1
RP,whether,IN,1
VBD,budgeted,VBN,1
$,"77,500",CD,1
VBD,flabbergasted,VBN,1
'',Tatsuhara,NNP,1
NNP,Yamane,NNP,1
IN,Kyodo,NNP,1
POS,enthusiasm,NN,1
RB,overzealous,JJ,1
VBD,headquarter,JJ,1
RB,approve,VB,1
VB,water,NN,1
VBD,Fujitsu,NNP,1
VB,compatible,JJ,1
PRP,secure,VB,2
VB,pacts,NNS,1
IN,waterworks,NN,1
DT,hundreds-of-billions-of-yen,JJ,1
VBZ,cited,VBN,1
TO,entry,NN,1
CC,"500,000",CD,1
PRP$,trans-Atlantic,JJ,1
VB,Chicago-Warsaw,NNP,1
",",Chicago-Helsinki,NNP,1
",",Miami-Madrid,NNP,1
",",Dallas-Barcelona,NNP,1
JJ,Chicago-Paris,NNP,1
JJ,Chicago-Manchester,NNP,1
JJS,population,NN,1
JJ,heritage,NN,1
DT,additions,NNS,1
NNS,solidify,VBP,1
NNP,transatlantic,NN,1
IN,PanAm,NNP,1
DT,department-store,NN,1
JJS,stable,JJ,1
VB,Great,NNP,1
JJ,forest-products,NNS,1
VBG,making,VBG,1
VBD,unsolicited,JJ,1
DT,bombshell,NN,1
PRP$,complementary,JJ,1
IN,counterbids,NNS,1
",",cast,VBD,1
VBZ,outperformed,VBN,1
POS,rise,NN,1
IN,"786,700",CD,1
",",ranking,JJ,2
DT,Value,NNP,1
POS,commodity,NN,1
BOS,Value,NN,2
IN,discounts,NNS,1
NNS,widening,VBG,1
CC,corrugated,JJ,1
",",Value,NNP,1
DT,comparatively,RB,1
VBG,wood-chip,NN,1
NN,newsprint,NN,1
DT,less-cyclical,JJ,1
RB,eclipse,VB,1
IN,Brunswick,NNP,1
IN,softwood,JJ,1
IN,reduce,VB,1
BOS,Wasserstein,NNP,1
NNP,Perella,NNP,1
VB,jewelry,NN,1
POS,by,IN,1
VBD,Jan.,NNP,1
IN,jewelry,NN,1
CD,F-A-18,NN,1
CC,helicopter,NN,1
BOS,Aerojet,NNP,1
NN,rocket,NN,1
NN,motors,NNS,1
JJ,ballistic,JJ,1
VBG,sets,NNS,1
BOS,Beech,NNP,1
IN,Raytheon,NNP,1
IN,C-12,NN,1
VBZ,integrated,VBN,1
",",Analog,NNP,1
POS,editorial-page,JJ,1
DT,haunted,VBN,1
NN,omits,VBZ,1
PRP$,ghost,NN,1
DT,Undead,NN,1
NN,Walk,VBP,1
POS,treatment,NN,1
POS,denigration,NN,1
NN,scapegoating,NN,1
DT,served,VBD,1
TO,emasculate,VB,1
VBG,haunted,VBN,1
VB,followership,NN,1
RB,leadership,NN,1
PRP,creates,VBZ,1
VBZ,guilt,NN,1
DT,ghosts,NNS,1
",",i.e.,FW,1
IN,called,VBN,1
DT,Halloween,NNP,1
NNP,Greece,NNP,1
NNP,Former,NNP,1
NNP,Career,NNP,1
RP,castigating,VBG,1
IN,muscling,VBG,1
IN,naval,JJ,1
NNP,Thayer,NNP,1
NNP,Mahan,NNP,1
CC,naval,JJ,1
JJ,historian,NN,1
CC,Teddy,NNP,1
NNP,officialdom,NN,1
NNP,overlooks,VBZ,1
NN,fleet,NN,1
DT,Marines,NNPS,1
VBP,unseemly,JJ,1
",",wasteful,JJ,1
BOS,L.H.,NNP,1
NNP,Beaumont,NNP,1
IN,Navy,NNP,1
PRP$,"1,000-ship",JJ,1
TO,hasten,VB,1
PRP,figuring,VBG,1
VBG,prominently,RB,1
NNP,Banerian,NNP,1
.,Birmingham,NNP,1
BOS,Gone,VBN,1
VBZ,D.,NNP,1
",",appointed,VBN,1
VBZ,reclaiming,VBG,1
VBD,Mickey,NNP,1
JJ,veteran,NN,2
RB,lasted,VBN,1
DT,recruited,VBN,1
VBD,shorter,JJR,1
VBD,credited,VBN,1
VBG,Trans,NNP,1
VBD,money-losing,JJ,1
VBD,produce,VB,1
DT,stunt,NN,1
NN,pilot,NN,1
VBD,understood,VBN,1
VB,frustrated,VBN,1
VBN,freedom,NN,1
RB,officially,RB,1
JJ,tabs,NNS,1
VBZ,Texas,NNP,1
VBN,painfully,RB,1
WDT,role,NN,1
NNP,attempted,VBD,1
",",traveled,VBD,1
VBD,training,NN,1
NN,ally,NN,1
",",Phil,NNP,1
RB,heads,VBZ,1
VBG,Continental,NNP,1
JJ,alumni,NNS,1
VBP,Stephen,NNP,1
BOS,Doskocil,NNP,1
PRP$,bank-debt,NN,1
PRP$,Wilson,NNP,1
CC,fresh,JJ,1
VB,Wilson,NNP,1
DT,Wilson,NNP,1
.,Way,NNP,1
VBZ,Alvin,NNP,1
",",winter,NN,1
NN,sowing,NN,1
JJ,turbans,NNS,1
JJ,earrings,NNS,1
PRP$,afternoons,NNS,1
CC,gossiping,VBG,1
NNPS,before,IN,1
DT,quadrupling,NN,1
CC,fame,NN,1
RB,oil,NN,1
POS,very,JJ,1
NN,wort,NN,1
",",tasteless,JJ,1
",",obscure,JJ,1
TO,cholesterol,NN,1
VBN,scarfing,VBG,1
PRP$,breakfast,NN,1
POS,benefits,NNS,1
DT,health-food,NN,1
TO,rival,VB,1
DT,fads,NNS,1
IN,cod-liver,NN,1
VBN,anywhere,RB,1
CC,anywhere,RB,1
VBZ,T.V.,NNP,1
NNP,India,NNP,1
NN,buyer,NN,1
CC,promoter,NN,1
BOS,Arvind,NNP,1
",",raves,VBZ,1
VBZ,Sidhpur,NNP,1
POS,fortune,NN,1
IN,cholesterol-fearing,JJ,1
:,Pysllium,NN,1
IN,mustard,NN,1
CC,fenugreek,NN,1
DT,legume,NN,1
DT,bowl,NN,1
:,lean,JJ,1
",",frugal,JJ,1
JJ,vegetarians,NNS,1
VBP,innocents,NNS,1
DT,clogged,JJ,1
",",treacherous,JJ,1
JJ,herb,NN,1
",",Plantago,NN,1
NN,ovata,NN,1
IN,centuries,NNS,1
CC,anti-diarrheal,JJ,1
RB,fanatic,JJ,1
'',attests,VBZ,1
DT,meaningfully,RB,1
VBN,eyebrow,NN,1
``,from,IN,1
PRP,daily,RB,1
'',Folk,NN,1
",",bladder,NN,1
CC,urethra,NN,1
",",duodenal,JJ,1
JJ,ulcers,NNS,1
CC,hemorrhoids,NNS,1
DT,apply,VBP,1
TO,gouty,JJ,1
JJ,joints,NNS,1
DT,hairy,JJ,1
JJ,stem,NN,1
VBZ,flowers,NNS,1
CC,diminutive,JJ,1
POS,colorlessness,NN,1
CC,size,NN,1
:,"1,000",CD,1
PRP,weigh,VBP,1
CD,grams,NNS,1
CD,paper,NN,1
NN,clips,NNS,1
WDT,explain,VBP,1
TO,fleas,NNS,1
DT,transluscent,JJ,1
JJ,husk,NN,1
",",sifted,VBN,1
CC,crushed,VBN,1
TO,animals,NNS,1
VBZ,exported,VBN,1
NN,husk,NN,1
JJ,laxatives,NNS,1
POS,Metamucil,NNP,1
CC,Ciba-Geigy,NNP,1
POS,Fiberall,NNP,1
VBP,cholesterol,NN,1
BOS,Cincinnati-based,JJ,1
JJ,P&G,NNP,1
CD,studies,NNS,1
",",done,VBN,1
",",tested,VBD,2
IN,raised,VBN,1
VBN,cholesterol,NN,1
JJ,teaspoons,NNS,1
JJ,dip,NN,1
JJR,reduction,NN,1
IN,low-density,NN,1
NN,lipoproteins,NNS,1
VB,Metamucil,NNP,1
JJ,non-prescription,JJ,1
",",cholesterol-lowering,JJ,1
RBR,crowded,VBN,1
NN,cereal,NN,1
VBN,Benefit,NNP,1
",",containing,VBG,1
VBG,psyllium,NN,1
CC,beet,NN,1
``,reduce,VB,1
RB,displayed,VBD,2
PRP$,package,NN,1
VBG,psyllium-fortified,JJ,1
VBN,Heartwise,NNP,1
VBD,inundated,VBN,1
CC,counter-claims,NNS,1
JJ,cereals,NNS,1
",",ingest,VB,1
PRP$,cereals,NNS,1
TO,buttress,VB,1
RB,yanked,VBN,1
VBN,psyllium,NN,1
VBZ,everywhere,RB,1
TO,trickle,VB,1
CD,use,NN,1
RB,languishing,VBG,1
NN,wheat,NN,1
``,Psyllium,NN,1
VBZ,Sooraji,NNP,1
IN,Lakshmipura,NNP,1
VBZ,ruined,VBN,1
DT,Basic,NNP,1
NNP,Chemicals,NNP,2
",",Pharmaceuticals,NNPS,1
CC,Cosmetics,NNPS,1
NNPS,Export,NNP,1
NNP,Promotion,NNP,1
WDT,promotes,VBZ,1
VBZ,distant,JJ,1
NN,brags,VBZ,1
POS,hefty,JJ,1
JJ,regularity,NN,1
RB,grasping,VBG,1
",",lumped,VBN,1
JJ,unglamorous,JJ,1
IN,sarsaparilla,NN,1
``,Nux,NN,1
NN,vomica,NN,1
WDT,induces,VBZ,1
VBZ,vomiting,VBG,1
VBP,psyllium,NN,1
BOS,Sidhpur,NNP,1
CC,adjacent,JJ,1
WRB,psyllium,NN,1
VBZ,sandy,JJ,1
",",dew,NN,1
JJ,dryness,NN,1
PRP$,seeds,NNS,1
VBP,maturing,VBG,1
",",Belgium,NN,2
RB,compare,VB,2
VB,grown,VBN,1
CC,tripled,VBN,1
TO,transplant,VB,1
TO,sow,VB,1
POS,crop,NN,1
TO,glean,VB,1
VB,psyllium,NN,1
JJ,sparkle,NN,1
VB,mustard,NN,1
",",fennel,NN,1
",",cumin,NN,1
",",fenugreek,NN,1
CC,castor-oil,NN,1
IN,cumin,NN,1
CC,fennel,NN,1
VB,castor-oil,NN,1
",",Parkhaji,NNP,1
WP$,head,NN,1
VBZ,swathed,VBN,1
DT,gorgeous,JJ,1
JJ,crimson,JJ,1
JJ,turban,NN,1
",",nods,VBZ,1
VBZ,vigorous,JJ,1
JJ,assent,NN,1
WRB,next,JJ,1
POS,psyllium,NN,1
DT,"16,000",CD,1
:,right,RB,1
IN,chenille,NN,1
NN,robes,NNS,1
CC,lounge,NN,1
NN,wear,NN,1
VBD,Gabriel,NNP,1
NNP,Hakim,NNP,1
VB,Crowntuft,NNP,1
$,"416,000",CD,1
$,"36,000",CD,1
:,more-affordable,JJ,1
IN,employee-health,NN,1
JJ,first-year,JJ,1
NN,files,VBZ,2
PRP,complain,VBP,1
DT,herniated,VBN,1
VBN,disk,NN,1
JJ,possibility,NN,1
",",Karen,NNP,1
NNP,Covering,NNP,1
",",Kensington,NNP,1
PRP,fears,VBZ,1
PRP$,ailment,NN,1
CC,employer,NN,1
BOS,Surveys,NNS,1
NNS,repeatedly,RB,1
JJS,concerns,NNS,1
VBN,employee-health,NN,1
VB,coverage,NN,1
VBZ,termed,VBN,1
VBN,medically,RB,1
RB,uninsurable,JJ,1
:,sick,JJ,1
DT,mockery,NN,1
:,collect,VB,1
",",dump,VB,1
RB,self-insure,VBP,1
VBP,reserves,NNS,1
DT,small-employer,NN,1
DT,backwater,NN,1
VBZ,Rosemary,NNP,1
NNP,Heinhold,NNP,1
VBG,"35,000",CD,1
CD,illness,NN,1
PRP$,member,NN,1
VBN,insurance,NN,1
VBD,medical,JJ,1
JJ,cardiac,JJ,1
TO,psychological,JJ,1
DT,divorce,NN,1
",",hemorrhoids,NNS,1
CC,overweight,NN,1
VBZ,aggravated,VBN,1
JJR,groups,NNS,1
RB,spreading,VBG,1
JJR,base,NN,1
RB,accusing,VBG,1
IN,dereliction,NN,1
NNP,Patricelli,NNP,1
POS,panel,NN,1
VBN,regulation,NN,1
RB,compound,VB,1
DT,insurance-cost,JJ,1
DT,Kennedy-Waxman,NNP,1
WDT,pegs,VBZ,1
VBZ,rates,NNS,1
JJ,low-risk,JJ,1
IN,priorities,NNS,1
",",low-cost,JJ,1
JJ,health-benefits,JJ,1
NNP,mandated,VBD,1
IN,mental-health,NN,2
CD,mental-health,NN,1
VBZ,Carolyn,NNP,1
NNP,lobbyist,NN,1
JJ,mandates,NNS,1
RP,insurance,NN,1
DT,insurance-industry,NN,1
RB,disagrees,VBZ,1
VBN,community,NN,1
CD,dollar,NN,1
",",HIAA,NNP,1
POS,Washington,NNP,1
NNP,counsel,NN,1
NNS,subsidize,VB,1
VB,unhealthy,JJ,1
JJR,incentive,NN,1
DT,HIAA,NNP,1
VB,cover,VB,1
DT,complexities,NNS,1
WP$,back,NN,1
JJ,insurance-rate,JJ,1
VBD,simple,JJ,1
WP,good,NN,1
VBD,calculated,VBN,1
BOS,Annual,JJ,1
JJS,rise,NN,1
",",rumored,VBD,1
IN,strengthening,VBG,1
DT,poison-pill,NN,2
WP$,major,JJ,1
VBG,copiers,NNS,1
",",facsimile,JJ,1
VBD,Reiss,NNP,1
.,B.V.,NNP,1
TO,Daniel,NNP,1
POS,treasurer,NN,1
VBZ,fluctuated,VBN,1
NNS,declining,VBG,1
VBZ,slumped,VBN,1
VBG,unchanged,JJ,1
DT,Reiss,NNP,1
VBD,Nashua,NNP,1
``,intention,NN,1
VBN,"481,000",CD,1
BOS,Alex,NNP,1
``,atrocious,JJ,1
NN,nonetheless,RB,1
VBZ,attractive,JJ,1
``,classic,JJ,1
JJ,breakup,NN,1
-LRB-,four,CD,1
CD,-RCB-,-RRB-,1
-RRB-,businesses,NNS,1
VBG,Japanese-made,JJ,1
JJ,photocopiers,NNS,1
CC,copier,NN,1
:,labels,NNS,1
CC,mail-order,JJ,1
JJ,photofinishing,NN,1
VBN,supermarket,NN,1
VBZ,Grand,NNP,1
VBD,treasurer,NN,1
BOS,Seasonally,RB,1
NNS,collection,NN,1
",",Weisfield,NNP,1
POS,gained,VBD,1
DT,then-52,JJ,1
WRB,Hong,NNP,1
JJS,upbeat,NN,1
VBD,BT,NNP,1
-LRB-,Asia,NNP,1
NN,proclaimed,VBD,1
``,shockproof,JJ,1
NNP,analysis,NN,1
IN,Euphoria,NNP,1
TO,Despair,NN,1
'',W.I.,NNP,1
NNP,staggering,VBG,1
VBZ,locked,VBN,1
VBP,survived,VBN,1
IN,revival,NN,1
VBP,evident,JJ,1
POS,hard-hit,JJ,1
VBP,regained,VBN,1
PRP$,lost,VBN,1
VBN,ground,NN,1
BOS,Waning,JJ,1
IN,importers,NNS,1
RB,fancy,JJ,1
DT,reinforce,VBP,1
RB,tightening,VBG,1
DT,incongruities,NNS,1
POS,economically,RB,1
CC,politically,RB,1
RB,perilous,JJ,1
IN,capitalist,JJ,1
POS,doorstep,NN,1
BOS,China-bound,JJ,1
JJ,freight,NN,1
NN,streams,NNS,1
POS,port,NN,1
DT,communist,NN,2
PRP$,burgeoning,VBG,1
VBP,secure,JJ,1
RB,purely,RB,1
RB,business,NN,1
DT,sovereign,JJ,1
VBP,promised,VBN,1
VBN,generous,JJ,1
JJ,liberties,NNS,1
VBZ,shaky,JJ,1
CC,brute,JJ,1
POS,democracy,NN,1
BOS,Outflows,NNS,1
DT,sovereignty,NN,1
VBN,assumption,NN,1
PRP$,robust,JJ,1
TO,comfortably,RB,1
DT,outflows,NNS,1
IN,emigration,NN,1
RB,soaring,VBG,1
CC,emigration,NN,1
PRP$,ultimate,JJ,1
VBN,thought,VBN,1
VBN,blow,NN,1
BOS,Maureen,NNP,1
IN,W.I.,NNP,1
POS,Banque,NNP,1
NNP,Indosuez,NNP,1
NNS,shaken,VBN,1
RB,arrive,VB,1
DT,runup,NN,1
DT,soon-to-be,JJ,1
VBN,book,NN,1
",",Miron,NNP,1
CD,future,JJ,1
POS,uneasy,JJ,1
MD,constrain,VB,1
VBP,split,VBN,1
IN,optimists,NNS,1
VBP,Hong,NNP,1
TO,hum,NN,2
CC,pessimists,NNS,1
WP,foresee,VBP,1
VBP,irreparable,JJ,1
IN,depicted,VBN,1
DT,middle-of-the-road,JJ,1
NNS,Hong,NNP,1
PRP,dubs,VBZ,1
IN,respectable,JJ,1
VB,unusually,RB,1
RB,fallen,VBN,1
JJR,consecutive,JJ,1
JJ,instance,NN,1
IN,1967-68,CD,1
POS,Cultural,NNP,1
VBD,bloody,JJ,1
NN,rioting,NN,1
JJ,came,VBD,1
IN,1974-75,CD,1
VBN,shock,NN,1
NN,recession,NN,1
VBZ,averaged,VBN,1
'',might,MD,1
VB,sounded,VBN,1
VBN,unduly,RB,1
PRP$,scenario,NN,1
PRP$,dynamism,NN,1
-LRB-,Hong,NNP,1
POS,Barings,NNPS,1
IN,GDP,NNP,1
CD,GDP,NNP,1
",",compares,VBZ,1
NNP,Piers,NNP,1
RB,downward,JJ,1
NN,stages,VBZ,2
DT,doomsday,NN,1
DT,dread,NN,1
NNPS,return,VBP,1
POS,waning,VBG,1
CC,critical,JJ,1
:,factor,NN,1
JJS,export,NN,1
IN,helped,VBD,1
CD,worries,NNS,1
VBP,refugees,NNS,1
VBG,fled,VBN,1
POS,unending,JJ,1
BOS,Emigration,NN,1
WRB,Britain,NNP,1
NNP,ratified,VBD,1
PRP$,accord,NN,1
JJS,prosperous,JJ,1
CD,left,VBD,2
",","45,000",CD,1
MD,level,VB,1
RB,unrealistically,RB,1
DT,leaving,VBG,1
NN,professes,VBZ,1
``,brain,NN,1
NN,doubts,VBZ,1
PRP,poses,VBZ,1
JJS,productive,JJ,1
VBZ,bound,VBN,1
VBZ,Anthong,NNP,1
VBZ,retreating,VBG,1
JJ,blast,NN,1
JJR,major,JJ,1
:,Bear,NNP,1
MD,suspend,VB,1
WDT,dwarf,VBP,1
VBP,portfolios,NNS,1
RB,swap,VBP,1
CD,program-trading,JJ,1
",",abrupt,JJ,1
RBR,abundant,JJ,1
-RRB-,being,VBG,1
JJ,anti-intellectual,JJ,1
",",fly,VB,2
DT,low-cost,NN,2
NN,way,NN,2
WP,trade,VBP,1
RB,matching,VBG,1
DT,S&P-500,CD,1
NNS,tracking,NN,2
VBG,tool,NN,1
",",softer,JJR,1
CC,troubles,NNS,1
IN,aggravating,VBG,1
POS,pullback,NN,1
JJ,blacklisting,NN,1
TO,stock-index,NN,1
CC,Founders,NNP,1
RP,brokerage,NN,1
WDT,engage,VBP,1
RP,firms,NNS,1
NN,artificially,RB,1
RB,induces,VBZ,1
VBG,artificial,JJ,1
BOS,Joining,VBG,1
VBD,program-trading,JJ,1
JJ,coordination,NN,1
VB,stabilization,NN,1
NNS,determine,VBP,1
WRB,buying,VBG,1
NNS,permit,VBP,1
",",permit,VBP,1
JJR,trading,NN,1
RB,knocks,VBZ,1
``,expensive,JJ,1
",",attempts,VBZ,1
TO,reestablish,VB,1
CC,unequal,JJ,1
WDT,invites,VBZ,1
VBZ,frequent,JJ,1
JJ,bouts,NNS,1
JJR,coordination,NN,1
VBD,Christopher,NNP,1
NNP,Pedersen,NNP,1
IN,Twenty-First,NNP,1
CD,agency,NN,1
NN,dramas,NN,1
DT,confluence,NN,1
IN,high-mindedness,NN,1
CC,self-interest,NN,1
JJ,activism,NN,1
RB,raw,JJ,1
JJ,sensationalism,NN,1
POS,season,NN,1
NN,premiere,NN,1
NN,detective,NN,1
",",Virgil,NNP,1
NNP,Tibbs,NNP,1
NNP,Rollins,NNP,1
",",Althea,NNP,1
-LRB-,Anne-Marie,NNP,1
IN,Sparta,NNP,1
VBG,filmed,VBN,1
WDT,Althea,NNP,1
VBZ,raped,VBN,1
DT,one-shot,JJ,1
CC,tonight,NN,1
-LRB-,9-11,CD,1
RB,EST,NN,2
NNP,policewoman,NN,1
WP,raped,VBD,1
RBR,is,VBZ,1
DT,Ozarks,NNPS,1
WP,Ben,NNP,1
``,Fear,NN,1
CC,animosity,NN,1
CC,religion,NN,1
IN,comprehension,NN,1
:,produce,VBP,1
IN,dislike,NN,1
NN,writers,NNS,1
'',Steve,NNP,1
DT,graduate,NN,1
DT,PBS,NNP,1
NNP,documentary,NN,1
",",aired,VBD,1
WDT,six,CD,1
CD,ruminated,VBD,1
IN,graduation,NN,1
VBZ,Jewish,NNP,1
DT,Protestants,NNPS,1
CC,Southerners,NNPS,1
NNPS,he,PRP,1
PRP,quotes,VBZ,1
CD,student,NN,1
IN,Jewboy,NN,1
PRP,Southerners,NNPS,1
DT,dweller,NN,1
VBZ,exile,NN,1
NNP,enough,RB,1
VB,settling,VBG,1
DT,unflattering,JJ,1
RBS,gratuitously,RB,1
JJ,sympathetic,JJ,1
DT,prodigal,JJ,1
-LRB-,Jaclyn,NNP,1
VBZ,tolerable,JJ,1
PRP$,kinfolk,NNS,1
RB,benighted,JJ,1
JJ,pack,NN,1
JJ,Protestants,NNPS,1
NNPS,whose,WP$,1
WP$,grim,JJ,1
VBG,peaches,NNS,1
CC,repressing,VBG,1
RB,uptight,JJ,1
PRP,blame,VBP,1
JJ,Kate,NNP,1
DT,teen-ager,NN,1
",",thrust,VBD,2
DT,gunny,NN,1
NN,sack,NN,1
",",brutally,RB,1
RB,raped,VBD,1
PRP$,Pa,NNP,1
NNP,Duff,NNP,1
DT,supper,NN,1
",",pauses,VBZ,1
``,sin,NN,1
CC,glares,VBZ,1
PRP,enjoyed,VBD,1
VBN,indulging,VBG,1
DT,fleshpots,NNS,1
IN,Pa,NNP,1
VBP,exist,VB,1
POS,Ozarks,NNPS,1
VBZ,but,IN,1
DT,patriarchal,JJ,1
NNP,encounters,VBZ,1
RB,sniggeringly,RB,1
RB,puritanical,JJ,1
",",viciously,RB,1
RB,patronizing,VBG,1
",",revoltingly,RB,1
RB,lecherous,JJ,1
VBG,Pa,NNP,1
PRP$,attacker,NN,1
RB,resemble,VB,2
VB,small-town,JJ,1
RB,Hollywood,NNP,1
POS,nightmare,NN,1
DT,paranoid,JJ,1
JJ,feminist,NN,1
NN,dystopia,NN,1
NNP,Atwood,NNP,1
NNP,Handmaid,NNP,1
POS,Tale,NNP,1
CD,exceptions,NNS,1
:,Josh,NNP,1
-LRB-,Jeffrey,NNP,1
NNP,DeMunn,NNP,1
VBN,Kate,NNP,1
-LRB-,Richard,NNP,1
NNP,Masur,NNP,1
",",Kate,NNP,1
POS,simple-minded,JJ,1
CC,affectionate,JJ,1
BOS,Josh,NNP,1
VBZ,clumsy,JJ,1
JJ,passes,NNS,1
JJ,patriarchy,NN,1
JJ,Planned,NNP,1
RB,guess,VB,1
RB,sweet,JJ,1
RB,hates,VBZ,1
VBP,pathetic,JJ,1
BOS,Kate,NNP,1
POS,Ma,NNP,1
-LRB-,Louise,NNP,1
NNP,Latham,NNP,1
JJ,coward,NN,1
PRP$,sister-in-law,NN,1
-LRB-,Amy,NNP,1
DT,sniveling,VBG,1
VBG,prude,NN,1
NN,afraid,JJ,1
MD,seduce,VB,1
DT,married,VBN,1
VBN,Tucker,NNP,1
WP$,idea,NN,1
NN,tending,VBG,1
PRP$,bruises,NNS,1
CC,cigarette,NN,1
NN,burns,VBZ,2
PRP,bullies,VBZ,1
DT,dance,NN,1
IN,drooling,VBG,1
PRP,while,IN,1
PRP$,ribs,NNS,1
IN,Sis,NNP,1
IN,masculine,JJ,1
DT,insulting,JJ,1
JJ,hypocrisy,NN,1
VBD,Althea,NNP,1
DT,spectacle,NN,1
DT,rapist,NN,1
NN,creeping,VBG,1
NN,ogles,VBZ,1
IN,undress,NN,1
CC,lingers,VBZ,1
PRP$,trussed-up,JJ,1
IN,frequent,JJ,1
JJ,flashbacks,NNS,1
IN,feminism,NN,1
CC,sensationalism,NN,1
VBZ,mighty,RB,1
RB,uneasy,JJ,1
WDT,Kate,NNP,1
VBZ,naked,JJ,1
DT,lighted,VBN,1
VBN,window,NN,1
",",whispering,VBG,1
PRP$,hidden,VBN,1
VBN,assailant,NN,1
VBP,stalking,VBG,1
'',Or,CC,1
CC,Josh,NNP,1
VBP,stranded,VBN,1
PRP,knocks,VBZ,1
PRP$,feelings,NNS,1
DT,mini-slip,NN,1
DT,push-up,JJ,1
DT,feminists,NNS,1
VB,enemies,NNS,1
NN,criteria,NNS,1
NNS,effective,JJ,1
'',criteria,NNS,1
NNPS,Reform,NNP,1
CC,implementing,VBG,1
VBD,Crossland,NNP,1
",",non-interest,JJ,1
POS,preferred,JJ,2
IN,single-B-minus,NN,1
CC,placed,VBD,1
DT,double-B-minus\/B,NN,1
POS,certificates,NNS,1
DT,single-B,NN,1
BOS,Open,VB,1
CD,soulful,JJ,1
POS,brown,JJ,1
NN,peer,VBP,1
",",pleadingly,RB,1
DT,tyke,NN,1
VB,wasted,VBN,1
VBZ,endangered,VBN,1
:,His,PRP$,1
JJ,sitcom,NN,1
NN,desperate,JJ,1
``,Homeroom,NNP,1
DT,fourth-grade,JJ,1
VBZ,flunking,VBG,1
NNS,Alyce,NNP,1
CC,Topper,NNP,1
NNP,spun,VBD,1
PRP$,Rolodexes,NNPS,1
CC,gathered,VBD,1
VBD,names,NNS,1
NN,semester,NN,1
IN,fishing,VBG,1
IN,whale,NN,1
DT,breaded,VBN,1
VBN,hook,NN,1
CC,employing,VBG,1
IN,gut-wrenching,JJ,1
TO,black,JJ,1
IN,mailing,VBG,1
WP,form,VBP,1
PRP,exists,VBZ,1
RB,uncannily,RB,1
",",ethnic,JJ,1
DT,barber,NN,1
CC,standing,VBG,1
DT,rib,NN,1
NN,joints,NNS,1
VBP,white,JJ,1
DT,jab,NN,1
DT,laggard,NN,2
``,Murder,NN,1
",",She,NN,1
NN,Wrote,VBD,1
VBZ,threatening,VBG,1
DT,weed,NN,1
DT,tactic,NN,1
VBZ,inspired,VBN,1
VBN,sample,NN,1
NN,viewings,NNS,1
CC,accolades,NNS,1
NNP,Alligood,NNP,1
VBZ,black,JJ,1
JJ,viewing,VBG,1
VBG,patterns,NNS,1
DT,Carews,NNPS,1
NNPS,an,DT,1
NN,moxie,NN,1
PRP$,lukewarm,JJ,1
VB,closer,RBR,2
DT,upstream,JJ,1
``,increasingly,RB,1
TO,decisions,NNS,1
DT,suppliers,NNS,1
NNP,transports,VBZ,1
VBZ,eastward,RB,1
IN,Ontario,NNP,1
CC,Quebec,NNP,1
IN,Pan-Alberta,NNP,1
VB,communications,NNS,1
VB,input,NN,1
CC,severance,NN,1
CD,Toronto-based,JJ,1
TO,shippers,NNS,1
DT,TransCanada,NNP,1
IN,tolls,NNS,1
IN,Montreal-based,JJ,1
NN,BCE,NNP,1
DT,Ivy,NNP,1
VBZ,eschewed,VBN,1
VBN,flashy,JJ,1
NNS,promotions,NNS,1
CC,fashion,NN,1
JJS,retailers,NNS,1
NN,sluggish,JJ,1
DT,smug,JJ,1
NNPS,charge,VBP,1
NNS,conditioned,VBN,1
IN,twice-yearly,JJ,1
:,got,VBD,1
CD,item,NN,1
",",shoppers,NNS,1
NN,lined,VBD,1
IN,coats,NNS,1
VBG,prim,JJ,1
DT,coat,NN,1
VBN,image,NN,1
DT,Surprise,NNP,1
CD,color,NN,1
NN,photo,NN,1
